date,excess_log_return,log_Mkt-RF,baspread,log_Mkt-RF^2,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,pctacc,roaq,sue,sfe,turn,idiovol,size,mom,max,aeavol,cash,cashdebt,chinv,lev,sp,cfp,chcapx,noa,cfpq,currat,pchgm_pchsale,saleinv,tang,chfeps,first_lag_excess_return
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,-2.6143372209497056,-4.481679913173652,125.77330710266628,0.1176051573237917,-43.90493190835297,107.74974926993632,88.2632918191445,-26.803772627260443,14.794147374351432,-0.0328048443078271,17.406558398278342,2178.185452020213,17.952678182724767,2694.705503179741,-360.7366386978593,509.498424346433,2107.3191044093664,303.8909427593575,95.91098671614722,-14.37506103539426,1944.6105222118,1525.936815123124,167.74331899021564,-1330.9819338690393,57997406.81426569,167.74331899021564,4427.436639095816,21.954283339102037,7062.416418335793,1252.4046917246385,-174.27718969296123,0.0
2009-12-31,3.761829393324695,9.210122981018063,89.88522253979691,0.4983535436291102,-48.96372659128831,-70.33198645643344,107.16977305065198,-0.4363060713777855,17.921062856189863,0.0307910692641587,-54.37655066729939,92.33566787203564,-0.0672983832529467,-14.504582334605857,34.421465336173014,-5.714873048951574,189.58285087575496,-28.471406054841797,-1.267448053613748,126.71674343080844,-73.3950362816613,-58.712443109392325,17.91012608032426,10502.656995697816,1925820.9164754152,17.91012608032426,-319.1790084460308,-138.92847842489113,-365.771332690033,-16.83476816809707,1169.05280587656,-2.6143372209497056
2010-01-29,-5.84233425678131,5.0428115416779935,149.64585846737293,0.1367912365590033,-44.81694218300579,158.38701730231838,-70.200230261441,-0.6515177333543107,14.901435539822248,0.0011934752432586,59.45823799618501,-1176.87813739467,0.0921432015582262,246.96579964801091,54.02023645718316,4.29882772893086,-35.43749608285998,-5.960478457909062,-11.82663533373062,46.13190991661028,-18.27021984269936,-145.1289535124993,-18.28525404686013,463.604491999893,415792.6318994239,-18.28525404686013,-37.60843428700673,-4.363082028642353,-597.4615031668654,2.0829557505680896,344.19242788945326,3.761829393324695
2010-02-26,10.553561319716833,-6.361415004402191,163.44878024428857,0.2174169547028323,-6.047278266127222,79.57070177373821,158.7229667517808,-0.7257420945455202,15.07374611499565,0.0019617201403258,-26.01152800063841,974.663187911877,0.0670252740348615,6.208716250762336,47.91192648233624,-6.992120972138309,24.485894188481325,-0.0221310430513881,0.5306502051015229,1.1252289932121189,3.3246259034808645,3.839052641383432,0.6838440780840074,20.524521277260646,-92443.6382515803,0.6838440780840074,11.81768850826984,0.2523754277182775,16.084506952083757,4.760058118217785,44.69004960857728,-5.84233425678131
2010-03-31,10.490562099428276,6.210606877254184,140.58888230754633,0.2076502503006337,-14.72988450346118,-99.89100758522208,79.28157179021632,0.0386078584934566,41.5182217527172,-0.0030465624930433,-26.724619858424347,446.20263498234,-0.3565559807752692,-10.658782350581532,-220.3808847839715,-13.310993897086746,-453.2573172664152,84.07460551284976,58.96729961497411,-194.46162637302876,23.603653829100267,299.6186740250771,182.12619245478405,-1843.2650038799493,-2743186.2332740054,182.12619245478405,245.3246234639946,14.025028792076498,1498.8489224346304,200.9011319078916,-141.07646027995816,10.553561319716833
2010-04-30,7.071009007724282,11.403632549035752,124.28913103734452,0.69771105503002,-38.77848346624304,98.4122167001695,-100.59821499273691,-2.7861374798023406,47.46355245674828,0.1898662461045839,-59.59153874109798,-1005.8571821662506,0.1392991839880544,20.692221632567907,-77.44363143703504,7.296016988313681,1627.8074506131084,42.75543331206677,44.35146835927043,-117.1324106633515,180.1530716662537,214.10542501255983,70.70069906713258,-4942.620906680088,1757470.9786502495,70.70069906713258,490.9027341969595,-80.53956468563227,1204.9953947229396,76.56133090579806,-2345.52893191212,10.490562099428276
2010-05-31,-9.747477056398775,3.703752355458178,133.19532471498565,0.0733367474344607,-79.94806655488833,181.30610420482293,99.0782793586946,-2.891996142566459,47.691201964337885,0.19173422374484,-37.16998774806414,729.8571169294253,-0.0199193909878658,19.921253751098448,-176.8955490978882,-99.05481080664686,28.66338263181933,3.103908950467712,1.0790523157271537,-1.317555457170016,21.10750841023992,15.404861259189149,3.9146122205643215,25.544137293335552,161106.29478491098,3.9146122205643215,36.141974643384856,-1.9341652150425543,46.91824868168442,10.197389580638855,24.25096407868205,7.071009007724282
2010-06-30,-20.39669847754096,-15.41635717236828,156.2617103880251,1.266887111475448,0.0,58.99481833577522,182.29155667540869,2.1618800339361948,23.94008204187422,0.2576774917148294,-30.288555487171013,623.7315498814773,-0.0767524629119797,16.106578487015213,42.708114289394416,-72.33077044948107,-108.0771661876206,-37.72120439078418,-57.63373121837208,182.49751158252295,-336.1073931699789,-469.0244520614938,-346.5362225559404,-3416.843535698036,246730.0045640096,-346.5362225559404,-83.58333766223495,151.3899077934231,-1015.70539374868,-17.99370936754235,1073.9070948660376,-9.747477056398775
2010-07-30,15.710553479989604,-10.711241494228489,84.25919044872322,0.6138127684999818,-27.230590461540128,-243.2402498420842,58.608281935330965,2.274069865871611,28.88111221091863,0.2630004794706412,-19.97048615392509,458.1445477802631,-0.1926081273424955,-19.52138803121852,-139.43074923034203,-25.13903062963965,-1394.3736450834117,-3.717146284763828,3.6643578263706615,4.787439581756097,-55.80183762938282,-53.49116975598213,-18.81194841096538,-305.65605877494863,-452732.0493513867,-18.81194841096538,-21.423524725872998,-4.361874164676799,-188.1485945754748,-161.25056783020477,300.3702615945816,-20.39669847754096
2010-08-31,-4.609546022962874,12.42777039406284,107.55152150530026,0.8326325735421363,12.879907432507276,-167.15372826396165,-239.70445993059533,2.207181593777156,28.61289230091167,0.2575953047216082,-19.56619915145384,-969.301653659464,-0.3669095868747298,-43.02593314607611,230.9484684438097,-12.587964130952116,-25.67105355192416,-5.103275336320564,-1.4714902236855494,-0.6664152948692816,-31.72232006387776,-21.146410670446585,-0.2937447179103003,12.472417461550664,-554258.8184754848,-0.2937447179103003,-71.68755236020752,0.9793578189824076,-89.59149807908307,-16.677635703437772,-7.481712935936628,15.710553479989604
2010-09-30,22.821002250425185,-9.104556322580931,118.53448697784124,0.44494116399525,8.699776717913853,196.93423491348315,-168.44462273463913,-1.093907301795843,28.118225487594668,-0.1663788254342155,7.952862830677712,931.4676512394448,-0.230156027053237,22.52654739128502,354.3664114991648,-0.5229256120011883,-608.1430701754266,4.7966530196240456,10.114368493182724,-28.01478849402608,255.097043208722,135.1118156950747,51.0523678535588,379.1453442650951,271368.8681549728,51.0523678535588,82.63463547952051,7.651632124881402,263.5835681936396,13.567893512322373,-309.1349993790665,-4.609546022962874
2010-10-29,3.764244891226936,16.94511582447077,118.0187254728878,1.5438844153740503,-18.731111187120177,-143.11806556479354,196.20534482128383,-0.0731161851681126,29.511842212839653,-0.1883000715087278,5.611143404581278,-1147.359228601626,-0.2235203328569674,-10.879323000568547,11.70506220632484,-7.174391381098076,284.1396485458547,4.271054160802066,3.672630990783716,-2.10190767403198,14.497202620582812,60.50178903912297,-7.647586463867583,-284.94487364839654,-160981.00126756728,-7.647586463867583,-58.46297297757064,-3.687268372431042,320.32641326822795,-0.1571287431677319,-110.56768373275484,22.821002250425185
2010-11-30,8.771607586433866,7.13315167495464,130.56526531832844,0.2715053081080469,-1.6127021877540428,270.7314777496265,-145.21527845906624,-0.0430311813405258,30.92790749733345,-0.193354683832982,11.008464891675349,-247.86515918844952,-0.3398640830218475,42.91397259110954,-90.48517196629214,42.20691043617762,253.9777248900448,0.1230023442487322,5.819343754507628,-1.103301183912336,42.15212278965373,110.48998416159634,9.12504775636944,1.2765131559970089,630730.0018917695,9.12504775636944,66.24692455837794,0.5430738058256495,434.3872708803974,5.5086506221866784,-144.59132705390053,3.764244891226936
2010-12-31,4.762525971357812,1.122643520043791,114.92814622740342,0.0067150588904435,-10.967004029590964,113.36455692914268,271.36302413743994,22.155192514597168,39.65296067788877,0.0239317333852618,52.23595577577217,177.7376954847823,0.1437643644785424,6.9316242741078895,-226.2931462422506,25.25305689898147,-96.41801131700775,-54.45644469281575,0.3022640202730144,124.70761874559082,-96.81778217523288,-104.90273997960844,11.633573442205304,6210.120432441106,3321657.1799892336,11.633573442205304,-207.7020815117903,-95.95348476121202,648.2462367629159,-3.1037617348929416,1427.2329096708308,8.771607586433866
2011-01-31,-6.320666417942847,12.413982468694316,141.62400134421338,0.8189330435082183,-20.496519390365293,17.917709169816924,114.01746931131557,21.268430350417574,33.09822475644343,0.0277469581154408,54.8798318854357,-1043.542352457477,-0.1686093661608616,17.15370901935239,501.2722111412411,16.294347128705056,-183.56995035627733,-17.805563062318583,-26.73410475963261,48.51390102975213,103.94911274184528,-98.10247105823557,-22.68242029108589,1647.7043215918548,262949.6212022677,-22.68242029108589,52.42299664788607,9.892646701231584,-603.9160700969278,4.059566967138608,460.76011229166807,4.762525971357812
2011-02-28,5.442489986765336,3.7126408921849343,94.33110492011625,0.0731487797832635,-8.867421944549404,197.9794333464596,17.951087400036215,22.698540715928004,32.6616078162908,0.0283799496403688,53.98899257565644,646.5938223326848,0.1267231202774716,5.580271815567357,93.22879239746511,-1.4884115964161424,-2.594650506525113,0.2805494137525102,-0.4207061279697797,-0.413896709829487,-0.3390166872791269,0.7300993434764678,-0.4112615582951662,7.824024768523486,-73752.97524296492,-0.4112615582951662,0.3558296902237998,-8.896312776062231,148.84481250590397,3.3751543959388077,9.883797433098607,-6.320666417942847
2011-03-31,4.724587274028727,6.450668789088639,142.7156162209095,0.2212671427467032,12.97668046200082,58.88234751733981,197.1506627139874,-4.405534317145427,-15.550351056597131,-1.9327926781277291,53.37502606448655,896.4799338671398,0.0987019918293263,-12.563107794508142,221.25281183211783,-0.7252837794186462,729.1939767409583,30.786646464475155,-30.67558898589259,-202.0782060512408,-99.58992164380744,213.4058083539485,138.69226621392596,-2999.703297084596,-308179.5496992022,138.69226621392596,99.66678090319238,359.3902392716195,501.5639402110392,117.56495870199636,10.832922069265804,5.442489986765336
2011-04-29,7.741432872559066,0.8646878169087917,117.66362941656652,0.0039680433005804,-13.011050001767789,102.87510214120022,59.09112213458749,-4.724354208099938,1.9640023459214309,-1.9007279774405317,41.0896886942997,-819.1878419448349,0.1072171314617129,10.596283130634674,199.6208045372977,-5.708013804462723,678.3201384004956,13.829617890740453,53.70249585479995,-134.40461349090816,-44.49428055801718,103.40538194769374,60.95492576849136,-499.5771265933786,-35212.376264728606,60.95492576849136,80.09363101152212,-3.06785903518454,370.3476551814274,6.641563305713135,-2839.641680824223,4.724587274028727
2011-05-31,2.508200464512198,5.393248233786391,89.52918010075784,0.1541792511750111,-13.421043612963816,13.791745734873912,103.0894834382525,-4.720942348950624,3.243784306265425,-1.8806290884288337,40.9380377256231,-50.10861029798957,-0.0902629988324861,6.249923620347545,112.21875539871849,4.922622150776817,-0.5771871565466427,1.4067854446089427,2.3802441108483947,-0.8773892156038983,2.719077406951328,4.949059347004095,0.9932487146569996,7.930579558489171,-127206.61687985808,0.9932487146569996,18.507986829070436,-2.323112204290936,-16.056134808613933,2.67751468127949,-82.84699424838982,7.741432872559066
2011-06-30,-5.967177717175284,-2.418215967879579,104.26795974168522,0.0309080268516042,32.30363407739055,86.36128332620208,13.863108678946531,-8.347743758505217,11.67818487744849,-0.0840764807296929,21.815642202522668,653.9365751143976,-0.1996253524219611,15.55090598666493,-135.5740968329912,-8.33983457341941,226.96409491502985,30.945971651759635,-6.273933248969257,189.7553688410701,-26.1811908418631,-352.29087852358066,-192.21170067034677,-3714.068863046961,423218.4840367511,-192.21170067034677,-117.91740782927263,-258.51992228478514,-1696.8465753056653,35.45238198160155,1261.4567205238186,2.508200464512198
2011-07-29,-0.7992946716158403,-3.3414875689020604,99.13641167287912,0.058993746629952,25.952796531183925,-38.64903032337821,86.44461174464399,-7.918107154389166,10.656653707658547,-0.0583167578901464,21.72708538347937,92.97602871597336,0.0809589412647326,2.9148594390035214,-103.99312945860636,15.968835013047569,431.17455004013664,1.198165069190452,-1.671026256413512,4.6250998737620606,4.427373227533508,25.35119626997175,-4.633906920819513,-885.1962488262518,-56903.07347110659,-4.633906920819513,11.467611103113086,4.479877174880521,-73.31724335155286,-139.15206978566243,309.2423990812837,-5.967177717175284
2011-08-31,-7.3692229536231215,-4.491523522223881,161.95668568215254,0.1068108038715653,-2.187998207258575,-53.17931603105175,-38.49929837125451,-7.725619032622713,11.969152942406616,-0.0559465075037479,21.66164441293134,-811.0561505330643,-0.102401195513071,-11.71489203324927,333.71072408343275,-2.210283736126314,-6.607495020072292,-1.941288859970939,0.5146049903301559,-0.0911542221092496,-4.641865502809878,-1.87157753667384,0.1017384137813337,11.352913988999944,-281220.8190272376,0.1017384137813337,-13.187357673034969,1.1065487255845632,-23.832317428478746,-5.24155480365971,-13.5109956355617,-0.7992946716158403
2011-09-30,-1.097114838265325,-11.660648316533347,75.44916868607926,0.7201926619258374,4.563068251019779,-71.58557446320204,-53.14594553203202,-3.7445950411743385,36.101671828982965,-0.3141342742998338,69.66122753921066,761.3313315204741,-0.4433970958175059,-1.890151312848502,51.65210042945762,-16.74751958907649,-1136.1019490470044,-13.844124106089623,2.004860695520364,-26.89943952287686,36.551067907335664,48.26239225999234,65.45101410247419,693.462004298442,3527094.997776456,65.45101410247419,-99.74106736191516,-260.60513457803506,1701.015050222256,-2.188274602130832,-217.42826932341492,-7.3692229536231215
2011-10-31,18.920698823532057,-14.85604481898475,140.9475480066265,1.1726617208234584,-46.15675798512459,-184.9000039805784,-71.19220281280603,-2.510132555627712,38.1335655519228,-0.3180781866805205,66.01767048709502,343.5341796763464,-0.699912346636367,-16.54175379911976,-138.59580249563157,4.186921827824335,-250.5174277820024,5.986246443091432,2.1625687193516683,-1.8695267330563088,-28.75981068384317,0.5051893435684178,-17.807719890216617,-432.44326983653815,-71023.37066979706,-17.807719890216617,-32.1417945273879,-0.4993757213146637,313.86227599004815,-6.031804916091687,-136.50274978108754,-1.097114838265325
